"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"model.nlogo"
"full-factorial-analysis"
"11/02/2025 23:42:19:821 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","population-size","avg-degree","initial-seeds","network-type","rumor-is-true?","heterogeneity-level","learning-rate","initial-trust-mean","initial-trust-sd","hearing-threshold","trust-update-interval","verify-rumor?","verification-delay","show-trust-links?","max-ticks","[step]","count turtles with [rumor-known?] / population-size","mean [belief] of turtles","mean [belief] of turtles with [rumor-known?]","count turtles with [belief > 0.5] / population-size","variance [belief] of turtles"
"161","200","6","5","random","false","0.2","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.3360403139013718","0.3360403139013718","0","1.6509126267187286E-25"
"159","200","6","5","random","false","0.1","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.5081577673072806","0.5081577673072806","1","2.699259531142154E-30"
"153","200","6","5","random","false","0.1","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.5370285060193496","0.5370285060193496","1","5.995739292194876E-30"
"166","200","6","5","random","false","0.2","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.3773051818780506","0.3773051818780506","0","4.859394524319024E-22"
"164","200","6","5","random","false","0.2","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.38773043885490077","0.38773043885490077","0","3.3158185353216413E-25"
"167","200","6","5","random","false","0.2","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.3521060604195625","0.3521060604195625","0","1.151608253083946E-22"
"165","200","6","5","random","false","0.2","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.3894945327401765","0.3894945327401765","0","4.852400392980174E-24"
"168","200","6","5","random","false","0.2","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.39929493755163514","0.39929493755163514","0","4.360736028157051E-28"
"170","200","6","5","random","false","0.2","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.36914665743936426","0.36914665743936426","0","5.504728040264273E-28"
"169","200","6","5","random","false","0.2","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.3630427536402354","0.3630427536402354","0","3.824325354197172E-27"
"176","200","6","5","random","false","0.2","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.4334835929916961","0.4334835929916961","0","1.2779658155600287E-31"
"171","200","6","5","random","false","0.2","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.5574508178599452","0.5574508178599452","1","1.7667610286215562E-30"
"173","200","6","5","random","false","0.2","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.5103370286968252","0.5103370286968252","1","2.79699999191781E-30"
"178","200","6","5","random","false","0.2","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.4713074324061924","0.4713074324061924","0","1.07331785459503E-30"
"174","200","6","5","random","false","0.2","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.4585269705083343","0.4585269705083343","0","1.0127100973903535E-32"
"172","200","6","5","random","false","0.2","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.4972529827218903","0.4972529827218903","0","3.234772578512958E-30"
"177","200","6","5","random","false","0.2","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.4948485614149407","0.4948485614149407","0","7.790899561162211E-31"
"186","200","6","5","random","false","0.2","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.32789583219901053","0.32789583219901053","0","7.513769647309101E-24"
"175","200","6","5","random","false","0.2","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.47933669138442264","0.47933669138442264","0","1.8786236852507294E-30"
"179","200","6","5","random","false","0.2","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.49330438448543995","0.49330438448543995","0","3.672080619191872E-30"
"184","200","6","5","random","false","0.2","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.40415393473142525","0.40415393473142525","0","7.845601272876947E-19"
"180","200","6","5","random","false","0.2","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.564877722945409","0.564877722945409","1","4.923381499160063E-30"
"182","200","6","5","random","false","0.2","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.30173761608386374","0.30173761608386374","0","1.0935494075643828E-15"
"185","200","6","5","random","false","0.2","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.30867500313325513","0.30867500313325513","0","1.2805201303545722E-24"
"183","200","6","5","random","false","0.2","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.3574808016717131","0.3574808016717131","0","2.1287028406547523E-18"
"189","200","6","5","random","false","0.2","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.2967713021238145","0.2967713021238145","0","6.85835359267159E-24"
"188","200","6","5","random","false","0.2","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.38325069031000303","0.38325069031000303","0","1.647852758929499E-30"
"190","200","6","5","random","false","0.2","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.3273460200727467","0.3273460200727467","0","2.724254582448356E-17"
"187","200","6","5","random","false","0.2","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.36238119478613373","0.36238119478613373","0","2.28822512354497E-28"
"181","200","6","5","random","false","0.2","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.30362842054267086","0.30362842054267086","0","5.460637485333865E-15"
"191","200","6","5","random","false","0.2","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.3733392561803027","0.3733392561803027","0","1.6387166892435618E-30"
"193","200","6","5","random","false","0.2","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.48230137682278845","0.48230137682278845","0","5.812217564440398E-23"
"192","200","6","5","random","false","0.2","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.5156835499435456","0.5156835499435456","1","1.7838563183389713E-30"
"195","200","6","5","random","false","0.2","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.42331834031217846","0.42331834031217846","0","2.195598848761135E-31"
"194","200","6","5","random","false","0.2","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.4428445009764368","0.4428445009764368","0","7.777246671296859E-23"
"199","200","6","5","random","false","0.2","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.4131594343196579","0.4131594343196579","0","1.3632719306444853E-30"
"198","200","6","5","random","false","0.2","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.5099419937965258","0.5099419937965258","1","2.4732424580303865E-30"
"197","200","6","5","random","false","0.2","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.4314251692282962","0.4314251692282962","0","2.6003577380941266E-25"
"203","200","6","5","random","false","0.3","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.30477082147714185","0.30477082147714185","0","5.9093033932892735E-18"
"204","200","6","5","random","false","0.3","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.3476257058372636","0.3476257058372636","0","5.885275769435367E-19"
"200","200","6","5","random","false","0.2","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.5579468332726105","0.5579468332726105","1","1.4319614650800264E-21"
"209","200","6","5","random","false","0.3","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.28870680911894525","0.28870680911894525","0","1.787063006255183E-17"
"196","200","6","5","random","false","0.2","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.5185206362147747","0.5185206362147747","1","2.7872754974046427E-30"
"206","200","6","5","random","false","0.3","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.27061971825839803","0.27061971825839803","0","6.467248212535718E-16"
"208","200","6","5","random","false","0.3","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.3493034926444832","0.3493034926444832","0","5.682358269844446E-21"
"205","200","6","5","random","false","0.3","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.3305665651294197","0.3305665651294197","0","7.082564269977323E-20"
"201","200","6","5","random","false","0.3","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.3493861904343874","0.3493861904343874","0","1.012254473448124E-19"
"202","200","6","5","random","false","0.3","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.30496191877513046","0.30496191877513046","0","3.1518562020839584E-20"
"212","200","6","5","random","false","0.3","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.4539780936549663","0.4539780936549663","0","4.807152110918289E-30"
"210","200","6","5","random","false","0.3","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.289979236164719","0.289979236164719","0","5.049679753256908E-20"
"207","200","6","5","random","false","0.3","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.4077620547518313","0.4077620547518313","0","8.657024908498775E-20"
"211","200","6","5","random","false","0.3","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.4380143186817005","0.4380143186817005","0","1.805643521810351E-30"
"213","200","6","5","random","false","0.3","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.4167052970563864","0.4167052970563864","0","2.284743661600073E-29"
"217","200","6","5","random","false","0.3","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.43065006969342035","0.43065006969342035","0","1.7726576647849545E-29"
"216","200","6","5","random","false","0.3","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.4481333288775039","0.4481333288775039","0","1.5001271575670533E-30"
"214","200","6","5","random","false","0.3","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.4661480755703867","0.4661480755703867","0","1.738417533785726E-29"
"215","200","6","5","random","false","0.3","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.4971745200185566","0.4971745200185566","0","1.6599464376154604E-30"
"219","200","6","5","random","false","0.3","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.4744877874580501","0.4744877874580501","0","3.5244943816042965E-30"
"221","200","6","5","random","false","0.3","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.35004647101747444","0.35004647101747444","0","2.984483992135622E-14"
"218","200","6","5","random","false","0.3","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.4494976221016029","0.4494976221016029","0","1.4133035258228986E-30"
"220","200","6","5","random","false","0.3","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.47249174732951293","0.47249174732951293","0","4.8872947207194844E-27"
"222","200","6","5","random","false","0.3","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.32285016920454973","0.32285016920454973","0","7.135696358063713E-15"
"225","200","6","5","random","false","0.3","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.3669830579507851","0.3669830579507851","0","8.630761733282135E-15"
"226","200","6","5","random","false","0.3","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.2600622397821679","0.2600622397821679","0","2.6491811160128532E-15"
"224","200","6","5","random","false","0.3","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.3299006025640383","0.3299006025640383","0","9.336414106509326E-16"
"228","200","6","5","random","false","0.3","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.32590544985196274","0.32590544985196274","0","2.3837424584942114E-17"
"223","200","6","5","random","false","0.3","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.38022218624247067","0.38022218624247067","0","4.065782220185232E-12"
"227","200","6","5","random","false","0.3","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.3107875067195117","0.3107875067195117","0","2.907220970529514E-15"
"229","200","6","5","random","false","0.3","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.3140046275076054","0.3140046275076054","0","2.739585842536351E-12"
"230","200","6","5","random","false","0.3","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.33225753515994993","0.33225753515994993","0","8.106303292287794E-15"
"232","200","6","5","random","false","0.3","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.45712950229707106","0.45712950229707106","0","1.128726947194818E-20"
"231","200","6","5","random","false","0.3","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.4767984609529342","0.4767984609529342","0","1.881655257772747E-21"
"233","200","6","5","random","false","0.3","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.4819211664962051","0.4819211664962051","0","4.3851935522031875E-18"
"235","200","6","5","random","false","0.3","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.4166761136562953","0.4166761136562953","0","1.4406378531639446E-20"
"236","200","6","5","random","false","0.3","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.47420616934183896","0.47420616934183896","0","9.35034041171922E-20"
"234","200","6","5","random","false","0.3","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.4754663750962246","0.4754663750962246","0","2.2502383801417256E-20"
"241","200","6","5","small-world","true","0.1","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.27446756454395477","0.27446756454395477","0","8.912962198598377E-6"
"242","200","6","5","small-world","true","0.1","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.27402592874507914","0.27402592874507914","0","8.762467771892595E-5"
"237","200","6","5","random","false","0.3","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.5040039916764296","0.5040039916764296","1","1.4232541521414893E-22"
"238","200","6","5","random","false","0.3","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.47392746990777357","0.47392746990777357","0","7.853443102241287E-21"
"244","200","6","5","small-world","true","0.1","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.2971443828219482","0.2971443828219482","0","9.38790172106415E-6"
"243","200","6","5","small-world","true","0.1","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.38262789614087167","0.38262789614087167","0","2.1761460275104576E-6"
"240","200","6","5","random","false","0.3","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.4558750730163097","0.4558750730163097","0","6.0670688744294404E-18"
"239","200","6","5","random","false","0.3","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.43832991661993065","0.43832991661993065","0","2.961777123402085E-21"
"246","200","6","5","small-world","true","0.1","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.31830172423548575","0.31830172423548575","0","1.1991531153814493E-5"
"249","200","6","5","small-world","true","0.1","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.24214909532940596","0.24214909532940596","0","2.953512038505885E-5"
"245","200","6","5","small-world","true","0.1","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.3197580269033258","0.3197580269033258","0","1.6201084010714695E-7"
"247","200","6","5","small-world","true","0.1","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.35210329088506415","0.35210329088506415","0","6.390305019526842E-5"
"248","200","6","5","small-world","true","0.1","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.29717568090347735","0.29717568090347735","0","6.7553622879542875E-6"
"250","200","6","5","small-world","true","0.1","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.32568350100985505","0.32568350100985505","0","5.55558850046445E-6"
"251","200","6","5","small-world","true","0.1","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.38897711397657014","0.38897711397657014","0","2.1762578720105776E-7"
"252","200","6","5","small-world","true","0.1","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.3870207679810862","0.3870207679810862","0","8.101495907763556E-8"
"253","200","6","5","small-world","true","0.1","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.38610452466126993","0.38610452466126993","0","3.7720221373445464E-7"
"257","200","6","5","small-world","true","0.1","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.33315006920633683","0.33315006920633683","0","2.4478598016892874E-7"
"262","200","6","5","small-world","true","0.1","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.31970312002973494","0.31970312002973494","0","2.1561459234816765E-6"
"261","200","6","5","small-world","true","0.1","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.26496060744501054","0.26496060744501054","0","1.2645774533383E-5"
"260","200","6","5","small-world","true","0.1","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.39724462799151167","0.39724462799151167","0","2.4909776682665857E-8"
"254","200","6","5","small-world","true","0.1","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.37436820775197255","0.37436820775197255","0","6.044068867680711E-6"
"263","200","6","5","small-world","true","0.1","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.33025307107461416","0.33025307107461416","0","2.8665299192120625E-6"
"258","200","6","5","small-world","true","0.1","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.47064284194973055","0.47064284194973055","0","2.1433247702175144E-7"
"256","200","6","5","small-world","true","0.1","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.4291250463723757","0.4291250463723757","0","1.199480371255971E-7"
"265","200","6","5","small-world","true","0.1","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.3190420487840296","0.3190420487840296","0","1.5816109185514329E-6"
"266","200","6","5","small-world","true","0.1","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.3192738566453248","0.3192738566453248","0","2.6582602481403024E-5"
"269","200","6","5","small-world","true","0.1","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.3215772987250958","0.3215772987250958","0","6.560020328972648E-6"
"264","200","6","5","small-world","true","0.1","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.3488116053813953","0.3488116053813953","0","1.8448013616232056E-6"
"268","200","6","5","small-world","true","0.1","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.35628674312527153","0.35628674312527153","0","1.8325194039787414E-7"
"271","200","6","5","small-world","true","0.1","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.4189747259530161","0.4189747259530161","0","1.0162326643155915E-9"
"255","200","6","5","small-world","true","0.1","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.43421264063748555","0.43421264063748555","0","6.615680242792136E-8"
"267","200","6","5","small-world","true","0.1","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.33001675498646493","0.33001675498646493","0","5.989056939005251E-6"
"270","200","6","5","small-world","true","0.1","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.3436732966751927","0.3436732966751927","0","3.14539342141022E-5"
"274","200","6","5","small-world","true","0.1","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.42766096639836193","0.42766096639836193","0","3.14420002444028E-8"
"275","200","6","5","small-world","true","0.1","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.43995096796495825","0.43995096796495825","0","1.055862806940048E-7"
"259","200","6","5","small-world","true","0.1","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.4166299648714897","0.4166299648714897","0","1.4953931551413623E-6"
"272","200","6","5","small-world","true","0.1","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.41580706141965174","0.41580706141965174","0","6.17945385021178E-10"
"281","200","6","5","small-world","true","0.2","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.2594279803825453","0.2594279803825453","0","5.379659463296444E-5"
"278","200","6","5","small-world","true","0.1","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.3811282875802639","0.3811282875802639","0","6.307247798830244E-6"
"277","200","6","5","small-world","true","0.1","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.4270431008559283","0.4270431008559283","0","3.788268826167517E-8"
"273","200","6","5","small-world","true","0.1","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.41084246309669403","0.41084246309669403","0","1.3517798656051396E-7"
"279","200","6","5","small-world","true","0.1","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.427387970616438","0.427387970616438","0","2.2984701760284703E-9"
"276","200","6","5","small-world","true","0.1","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.4310222631649968","0.4310222631649968","0","4.054908333160202E-7"
"287","200","6","5","small-world","true","0.2","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.3434944907300057","0.3434944907300057","0","2.0836821291655923E-6"
"284","200","6","5","small-world","true","0.2","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.26080395434521014","0.26080395434521014","0","3.4793976959699815E-5"
"283","200","6","5","small-world","true","0.2","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.3034704212639532","0.3034704212639532","0","9.959770024766034E-6"
"286","200","6","5","small-world","true","0.2","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.3603237199724837","0.3603237199724837","0","6.48437431065425E-5"
"282","200","6","5","small-world","true","0.2","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.3585725948764547","0.3585725948764547","0","3.362036215246599E-6"
"285","200","6","5","small-world","true","0.2","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.37220106169654943","0.37220106169654943","0","9.85979895244411E-6"
"289","200","6","5","small-world","true","0.2","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.34828780747229743","0.34828780747229743","0","3.6835052871605375E-6"
"290","200","6","5","small-world","true","0.2","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.36763173642392816","0.36763173642392816","0","3.4223189286795897E-6"
"288","200","6","5","small-world","true","0.2","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.3899890007545184","0.3899890007545184","0","3.27940860729164E-5"
"280","200","6","5","small-world","true","0.1","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.4800990748174201","0.4800990748174201","0","1.444588541422801E-9"
"292","200","6","5","small-world","true","0.2","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.3615582072170409","0.3615582072170409","0","3.392199775757545E-8"
"293","200","6","5","small-world","true","0.2","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.42068922543913295","0.42068922543913295","0","1.1594041727419938E-8"
"291","200","6","5","small-world","true","0.2","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.4259452982900709","0.4259452982900709","0","6.23187422620659E-8"
"294","200","6","5","small-world","true","0.2","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.4775009762976287","0.4775009762976287","0","4.586340613763782E-9"
"297","200","6","5","small-world","true","0.2","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.3875771498604849","0.3875771498604849","0","3.373242733054727E-6"
"295","200","6","5","small-world","true","0.2","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.4475459217287475","0.4475459217287475","0","1.159943795607042E-8"
"296","200","6","5","small-world","true","0.2","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.40279746434425484","0.40279746434425484","0","5.45745898632084E-9"
"301","200","6","5","small-world","true","0.2","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.307327351102311","0.307327351102311","0","1.8816569383910929E-6"
"298","200","6","5","small-world","true","0.2","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.3691857836387575","0.3691857836387575","0","5.444805090303271E-7"
"299","200","6","5","small-world","true","0.2","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.4122886345849201","0.4122886345849201","0","6.536742337291136E-7"
"302","200","6","5","small-world","true","0.2","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.35194112112894765","0.35194112112894765","0","2.510813238894443E-5"
"300","200","6","5","small-world","true","0.2","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.40797670520016605","0.40797670520016605","0","1.7142433291850633E-8"
"303","200","6","5","small-world","true","0.2","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.31940130247718035","0.31940130247718035","0","2.972955489596012E-5"
"306","200","6","5","small-world","true","0.2","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.3167642518767862","0.3167642518767862","0","6.276310588745198E-6"
"304","200","6","5","small-world","true","0.2","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.3201676813749075","0.3201676813749075","0","2.5245913987290826E-5"
"305","200","6","5","small-world","true","0.2","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.36126882961587475","0.36126882961587475","0","2.567326178714708E-5"
"307","200","6","5","small-world","true","0.2","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.33391250340213624","0.33391250340213624","0","7.568812572011794E-6"
"309","200","6","5","small-world","true","0.2","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.28903711857081527","0.28903711857081527","0","4.607597851746777E-6"
"308","200","6","5","small-world","true","0.2","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.2683702780344776","0.2683702780344776","0","1.480062233226577E-5"
"311","200","6","5","small-world","true","0.2","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.3713891121684372","0.3713891121684372","0","3.896065617191461E-8"
"312","200","6","5","small-world","true","0.2","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.3767510319608406","0.3767510319608406","0","2.3804431258862416E-7"
"310","200","6","5","small-world","true","0.2","0.2","0.4","0.15","3","10","false","200","false","500","500","1","0.27955139307711785","0.27955139307711785","0","7.1788682817973575E-6"
"313","200","6","5","small-world","true","0.2","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.3879740962424353","0.3879740962424353","0","3.1022378849289113E-7"
"315","200","6","5","small-world","true","0.2","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.39658705450888376","0.39658705450888376","0","1.2798316847392643E-6"
"318","200","6","5","small-world","true","0.2","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.3806586392865542","0.3806586392865542","0","2.64817652248043E-6"
"316","200","6","5","small-world","true","0.2","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.40478049244622644","0.40478049244622644","0","4.5009558933966085E-6"
"317","200","6","5","small-world","true","0.2","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.43071761278160536","0.43071761278160536","0","9.927227492991435E-6"
"314","200","6","5","small-world","true","0.2","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.37027332190740014","0.37027332190740014","0","7.037478950598173E-11"
"322","200","6","5","small-world","true","0.3","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.3467143394874456","0.3467143394874456","0","3.4018835208362484E-5"
"324","200","6","5","small-world","true","0.3","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.3032560414286213","0.3032560414286213","0","2.1858581894501347E-5"
"319","200","6","5","small-world","true","0.2","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.4386532132690239","0.4386532132690239","0","8.910863551524479E-5"
"329","200","6","5","small-world","true","0.3","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.32539985752951084","0.32539985752951084","0","6.574514460549816E-6"
"328","200","6","5","small-world","true","0.3","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.3614608077829446","0.3614608077829446","0","1.5803906415836982E-4"
"323","200","6","5","small-world","true","0.3","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.29021063816898857","0.29021063816898857","0","8.398629952373277E-5"
"321","200","6","5","small-world","true","0.3","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.3396966051851736","0.3396966051851736","0","8.590190954588993E-6"
"327","200","6","5","small-world","true","0.3","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.3094232520771387","0.3094232520771387","0","9.461297678797765E-5"
"326","200","6","5","small-world","true","0.3","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.3384075147790038","0.3384075147790038","0","6.142805563509837E-6"
"320","200","6","5","small-world","true","0.2","0.2","0.6","0.15","3","10","false","200","false","500","500","1","0.385171257151428","0.385171257151428","0","1.8974950132259349E-6"
"325","200","6","5","small-world","true","0.3","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.30428490085011545","0.30428490085011545","0","1.8816804463230203E-5"
"330","200","6","5","small-world","true","0.3","0.1","0.4","0.15","3","10","false","200","false","500","500","1","0.3102157480326881","0.3102157480326881","0","7.20476254347625E-6"
"333","200","6","5","small-world","true","0.3","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.3966191270257152","0.3966191270257152","0","9.58851205575521E-7"
"331","200","6","5","small-world","true","0.3","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.45348018834158615","0.45348018834158615","0","9.246972132838609E-7"
"334","200","6","5","small-world","true","0.3","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.44140253728211803","0.44140253728211803","0","1.0725191785291949E-6"
"332","200","6","5","small-world","true","0.3","0.1","0.6","0.15","3","10","false","200","false","500","500","1","0.44548088435031785","0.44548088435031785","0","1.108106263664337E-6"
